48.0070031;0.1789236;9 Rue Pierre Loti, 72100 Le Mans, France;9 RUE PIERRE LOTI , 72000 Le Mans, France
48.0000771;0.1730736;8 Chemin de Pipeche, 72000 Le Mans, France;8 CHEMIN DE PIPECHE , 72000 Le Mans, France
48.0008535;0.1736479;Chemin de Pipeche, 72000 Le Mans, France;83 CHEMIN DE PIPECHE , 72000 Le Mans, France
48.0026715;0.1761693;10 Impasse Pipeche, 72000 Le Mans, France;10 IMPASSE DE PIPECHE , 72000 Le Mans, France
48.002891;0.1763423;83 Impasse Pipeche, 72000 Le Mans, France;83 IMPASSE DE PIPECHE , 72000 Le Mans, France
48.003833;0.1758752;3 Rue Pipeche, 72000 Le Mans, France;3 RUE DE PIPECHE , 72000 Le Mans, France
48.001835;0.1749242;83 Rue Pipeche, 72000 Le Mans, France;83 RUE DE PIPECHE , 72000 Le Mans, France
48.0061962;0.1771918;16 Allée Samuel Champlain, 72100 Le Mans, France;16 ALLEE SAMUEL CHAMPLAIN , 72000 Le Mans, France
48.0062995;0.1773056;83 Allée Samuel Champlain, 72100 Le Mans, France;83 ALLEE SAMUEL CHAMPLAIN , 72000 Le Mans, France
48.0067953;0.1780109;3 Impasse de la Suifferie, 72100 Le Mans, France;3 IMPASSE DE LA SUIFFERIE , 72000 Le Mans, France
48.0066973;0.1776969;Impasse de la Suifferie, 72100 Le Mans, France;83 IMPASSE DE LA SUIFFERIE , 72000 Le Mans, France
48.00777;0.1755802;1 Impasse des Tambours, 72000 Le Mans, France;1 IMPASSE DES TAMBOURS , 72000 Le Mans, France
48.0077776;0.1740327;83 Impasse des Tambours, 72000 Le Mans, France;83 IMPASSE DES TAMBOURS , 72000 Le Mans, France
48.0077823;0.1755961;Rue des Tambours, 72000 Le Mans, France;83 RUE DES TAMBOURS , 72000 Le Mans, France
48.0061992;0.1757504;94 Rue des Tambours, 72000 Le Mans, France;94 RUE DES TAMBOURS , 72000 Le Mans, France
48.0069169;0.1762593;1 Allée Vasco de Gama, 72100 Le Mans, France;1 ALLEE VASCO DE GAMA , 72000 Le Mans, France
48.0066674;0.1763405;83 Allée Vasco de Gama, 72100 Le Mans, France;83 ALLEE VASCO DE GAMA , 72000 Le Mans, France
48.0033825;0.1744613;11 Rue du Vieux Loup, 72000 Le Mans, France;11 RUE DU VIEUX LOUP , 72000 Le Mans, France
48.0019223;0.1744252;83 Rue du Vieux Loup, 72000 Le Mans, France;83 RUE DU VIEUX LOUP , 72000 Le Mans, France
