RIVOLI;VOIE;MINIMUM_PAIR;MAXIMUM_PAIR;MINIMUM_IMPAIR;MAXIMUM_IMPAIR;NUM_BV;BUREAU_DE_VOTE
3045;LAIGNE (RUE DE);12;202;7;155;50;RESTAURANT SCOLAIRE MAUBOUSSIN
3045;LAIGNE (RUE DE);138;138BIS;145;167;55;ECOLE PRIMAIRE GUY MOQUET
3045;LAIGNE (RUE DE);206;316;157;445;53;FOYER FULBERT MASSON
3045;LAIGNE (RUE DE);242;246BIS;;;51;FOYER FULBERT MASSON
3049;LAMARCK (RUE);2;60;1;49;97;ITEMM
3050;LAMARTINE (BOULEVARD);;;1;81;4;ECOLE MATERNELLE GENERAL GOUGEARD
3053;LANGEAIS (ALLEE DE);4;12;3;7;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
3055;LAPLACE (RUE);2;30;1;9;39;RESTAURANT SCOLAIRE CLAUDE BERNARD
3060;LAROCHE (RUE);2;16BIS;3;39;84;SALLE DU CHENE VERT
3063;LAURIERS (RUE DES);2;14;7;15;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
3065;LAUSANNE (RUE DE);2;18;1;19;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3070;LAVAL (ROUTE DE);;;;;96;ITEMM
3072;LAVANDES (ALLEE DES);2;8;;;22;ECOLE PRIMAIRE DU VILLARET
3075;LAVANDIERES (RUE DES);2;10;1;13;78;ECOLE MATERNELLE MARIE CURIE
3080;LAVOISIER (RUE);4;32;1;23;29;RESTAURANT SCOLAIRE GERMAIN PILON
3085;LAZARE WEILLER (RUE);2;24;1;33;52;SALLE LE ROYAL
3120;LE NOTRE (RUE);;;1;13;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
3159;LE VERRIER (RUE);8;26;1;5;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
3091;LEARD (RUE DU);2;126;1;147;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3095;LEBLANC (RUE);;;1;13;66;RESTAURANT SCOLAIRE JULES FERRY
3100;LEBOINDRE (RUE);6;18;1;15;4;ECOLE MATERNELLE GENERAL GOUGEARD
3105;LECHESNE (RUE);6;32;1;7;4;ECOLE MATERNELLE GENERAL GOUGEARD
3110;LEDRU ROLLIN (QUAI);;;1;183;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3115;LENOIR (RUE);2;48;1;51;10;ECOLE MATERNELLE RENE-DESCARTES
3125;LEO DELIBES (RUE);2;12;1BIS;13;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
3127;LEO FERRE (RUE);2;26;1;51;97;ITEMM
3130;LEO VALENTIN (RUE);2;22;1;27;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3132;LEON BLUM (RUE);;;11;23;42;MAISON DE QUARTIER EDITH PIAF
3133;LEON BOURGEOIS (RUE);;;;;96;ITEMM
3135;LEON GUET (RUE);12;24;1;21;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
3140;LEON MORANE (RUE);2;8;1;5;52;SALLE LE ROYAL
3145;LEONARD DE VINCI (RUE);2;12;1;11;52;SALLE LE ROYAL
3147;LERIDA (RUE DE);2;24;1;27;19;ECOLE PRIMAIRE DU VILLARET
3150;LETOUZE (RUE);6;92;1;83;36;MAISON DE QUARTIER BARBARA
3155;LEVANT (RUE DU);2;94;1;91;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
3158;LEVEAU (RUE);4;6;7;7;33;RESTAURANT SCOLAIRE DU PLATEAU
3157;LEYSIN (RUE DE);2;26;1;29;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3160;LIBELLULES (RUE DES);4;12;3;5;31;ECOLE MATERNELLE DES MAILLETS
3165;LIBERATION (AVENUE DE LA);2;282;3;289;73;ECOLE PRIMAIRE MARCEAU
3165;LIBERATION (AVENUE DE LA);70;74;;;74;ECOLE PRIMAIRE MARCEAU
3165;LIBERATION (AVENUE DE LA);;;89;89;72;ECOLE PRIMAIRE MARCEAU
3170;LIBERTE (AVENUE DE LA);6;90;5;97;62;RESTAURANT SCOLAIRE JEAN VILAR
3175;LIBOISNE (RUE DE);2;166;71;151;79;ECOLE MATERNELLE MARIE CURIE
3177;LICORNES (ALLEE DES);;;1;7;49;MAISON DE QUARTIER DES BRUYERES
3180;LIEUTENANT DE VAISSEAU PARIS (RUE DU);2;40;1;37;52;SALLE LE ROYAL
3185;LIEUTENANT HENRI D'AMECOURT (RUE DU);2;6;1;19;52;SALLE LE ROYAL
3190;LILAS (RUE DES);2;66;3;67;71;RESTAURANT SCOLAIRE BERTHE HUBERT
3195;LILAS DESIRES (RUE DES);8;14;15;29;78;ECOLE MATERNELLE MARIE CURIE
3199;LILLE (RUE DE);2;10;1;41;62;RESTAURANT SCOLAIRE JEAN VILAR
3196;LIMA (PLACE DE);4;34;;;34;RESTAURANT SCOLAIRE DU PLATEAU
3201;LIMOGES (ALLEE DE);;;1;13;61;RESTAURANT SCOLAIRE JEAN VILAR
3198;LIMOGES (RUE DE);2;16;1;21;61;RESTAURANT SCOLAIRE JEAN VILAR
3202;LINARES (RUE DE);4;10;3;9;19;ECOLE PRIMAIRE DU VILLARET
3200;LIONEL LE COUTEUX (PLACE);2;2;1;3;13;ECOLE PRIMAIRE SUZANNE-BUSSON
3200;LIONEL LE COUTEUX (PLACE);4;4;5;5;1;MAIRIE - SALLE PAUL SCARRON
3205;LIONEL ROYER (RUE);28;76;1;77;29;RESTAURANT SCOLAIRE GERMAIN PILON
3207;LISBONNE (RUE DE);6;34;1;29;33;RESTAURANT SCOLAIRE DU PLATEAU
3210;LODI (RUE DE);2;30;1;15;3;ECOLE MATERNELLE GENERAL GOUGEARD
3215;LOIR (RUE DU);2;22;1;23;80;RESTAURANT SCOLAIRE MONTAIGU
3220;LOISEAU (RUE);4;22;3;23;45;RESTAURANT SCOLAIRE JEAN MACE
3225;LOISIRS (RUE DES);4;14;;;52;SALLE LE ROYAL
3230;LORIENT (ALLEE DE);;;1;5;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
3235;LORRAINE (RUE DE);4;14;1;19;5;FOYER RENE-CLAIR
3240;LOUIS BLANC (QUAI);;;;;29;RESTAURANT SCOLAIRE GERMAIN PILON
3240;LOUIS BLANC (QUAI);;;;;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
3240;LOUIS BLANC (QUAI);;;;;84;SALLE DU CHENE VERT
3245;LOUIS BLERIOT (SQUARE);;;;;52;SALLE LE ROYAL
3250;LOUIS BRAILLE (RUE);2;60;1;49;67;RESTAURANT SCOLAIRE JULES FERRY
3250;LOUIS BRAILLE (RUE);;;37;45;66;RESTAURANT SCOLAIRE JULES FERRY
3252;LOUIS BREGUET (RUE);2;26;5;19;70;RESTAURANT SCOLAIRE BERTHE HUBERT
0920;LOUIS BRUYERE (RUE);2BIS;12;1;7;12;ECOLE PRIMAIRE SUZANNE-BUSSON
3255;LOUIS CORDELET (AVENUE);2;54;5;69;86;ECOLE MATERNELLE PAULINE KERGOMARD
3255;LOUIS CORDELET (AVENUE);;;49BIS;103;90;RESTAURANT SCOLAIRE ROGER BOUVET
3260;LOUIS CRETOIS (IMPASSE);2;6;3;13;36;MAISON DE QUARTIER BARBARA
3265;LOUIS CRETOIS (RUE);22BIS;98;3;91;36;MAISON DE QUARTIER BARBARA
3266;LOUIS DAGUERRE (RUE);2;30;1;29;92;RESTAURANT SCOLAIRE DE LA MADELEINE
3253;LOUIS DE BROGLIE (RUE);4;26;;;97;ITEMM
3269;LOUIS HAREL DE LA NOE (RUE);;;1;7;96;ITEMM
3270;LOUIS JOUVET (RUE);6;10;5;9;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
3271;LOUIS LEPINE (RUE);4;6;;;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
3261;LOUIS LEPRINCE-RINGUET (BOULEVARD);2;22;;;96;ITEMM
3272;LOUIS ROSSEL (RUE);2;8;3;5;62;RESTAURANT SCOLAIRE JEAN VILAR
3274;LOUISE MICHEL (RUE);4;24;3;21;61;RESTAURANT SCOLAIRE JEAN VILAR
3273;LOUISON BOBET (RUE);2;46;15;17;67;RESTAURANT SCOLAIRE JULES FERRY
3275;LUCHON (RUE DE);4;24;3;23;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
3280;LUCIOLES (RUE DES);4;42;1;35;80;RESTAURANT SCOLAIRE MONTAIGU
3276;LUIGI CHINETTI (PLACE);;;;;53;FOYER FULBERT MASSON
3277;LUIS BUNUEL (RUE);;;;;38;RESTAURANT SCOLAIRE SABLONNIERE
3285;LUSSON (RUE);2;8;3;15;4;ECOLE MATERNELLE GENERAL GOUGEARD
3291;LUXEMBOURG (ALLEE DU);4;16;3;11;33;RESTAURANT SCOLAIRE DU PLATEAU
3292;LUXEMBOURG (PLACE DU);2;4;3;5;33;RESTAURANT SCOLAIRE DU PLATEAU
3290;LUXEMBOURG (RUE DU);2;48;1;51;33;RESTAURANT SCOLAIRE DU PLATEAU
3293;LYON (RUE DE);2;60;1;23;61;RESTAURANT SCOLAIRE JEAN VILAR
3289;LYS (RUE DES);2;8;1;9;79;ECOLE MATERNELLE MARIE CURIE
3297;MACAREUX (ALLEE DES);2;10;1;15;80;RESTAURANT SCOLAIRE MONTAIGU
3296;MADAME DE STAEL (RUE);2;18;3;7;18;MAISON DE QUARTIER CHARLES TRENET
3295;MADAME TROUVE (RUE);2;8;;;84;SALLE DU CHENE VERT
3300;MADELEINE (ALLEE DE LA);6;24;9;21;90;RESTAURANT SCOLAIRE ROGER BOUVET
3305;MADELEINE (RUE DE LA);2;154;1;169;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3306;MADELEINE RENAUD (RUE);2;38;1;37;97;ITEMM
3310;MADRID (ALLEE DE);40;48;1;1;33;RESTAURANT SCOLAIRE DU PLATEAU
3311;MADRID (AVENUE DE);40;48;41;45;33;RESTAURANT SCOLAIRE DU PLATEAU
3313;MAGELLAN (ALLEE);4;14;5;9;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
3314;MAGNOLIAS (ALLEE DES);4;4;3;9;44;RESTAURANT SCOLAIRE JEAN MACE
3315;MAHON (RUE);2;44;1;11BIS;36;MAISON DE QUARTIER BARBARA
3320;MAILLETS (RUE DES);2;202;1;229;30;RESTAURANT SCOLAIRE GERMAIN PILON
3325;MAILLOL (RUE);4;28;1;45;56;ECOLE PRIMAIRE GUY MOQUET
3330;MAINE (RUE DU);2;30;1;29;68;RESTAURANT SCOLAIRE JULES FERRY
3330;MAINE (RUE DU);32;40;31;49;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3335;MAISON NEUVE (RUE DE LA);8;30;5;69;91;RESTAURANT SCOLAIRE ROGER BOUVET
3337;MALAGA (RUE DE);2;12;1;17;19;ECOLE PRIMAIRE DU VILLARET
3339;MALPALU (CHEMIN DE);;;;;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
3340;MALPALU (RUE DE);2;146BIS;1;149;28;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
3340;MALPALU (RUE DE);;;121;121;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
3342;MALTE (RUE DE);2;32;;;42;MAISON DE QUARTIER EDITH PIAF
3345;MANGEARD (PASSAGE);2;22;5;7;6;FOYER RENE-CLAIR
3350;MANGEARD (RUE);2;78;1;57;6;FOYER RENE-CLAIR
3353;MANOIR (RUE DU);;;1A;1D;96;ITEMM
3355;MANSART (RUE);2;34;1;21;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
3362;MANUEL DE FALLA (ALLEE);2;8;;;51;FOYER FULBERT MASSON
3360;MANUEL DE FALLA (RUE);;;1;5;51;FOYER FULBERT MASSON
3365;MARAICHERS (RUE DES);4;92;9BIS;113;45;RESTAURANT SCOLAIRE JEAN MACE
3370;MARAIS (IMPASSE DES);2;40;21;21;10;ECOLE MATERNELLE RENE-DESCARTES
3375;MARAIS (RUE DES);2;88;1;43;10;ECOLE MATERNELLE RENE-DESCARTES
3376;MARAIS (RUELLE DES);;;;;10;ECOLE MATERNELLE RENE-DESCARTES
3380;MARBOT (RUE);8;76;9;89;91;RESTAURANT SCOLAIRE ROGER BOUVET
3383;MARC ALLEGRET (RUE);2;26;5;21;96;ITEMM
3410;MARC POURPRE (RUE);2;32;1;17;54;SALLE LE ROYAL
3415;MARC SANGNIER (RUE);6;72;1;53;52;SALLE LE ROYAL
3385;MARCEAU (RUE);2;6;5;71;87;ECOLE MATERNELLE PAULINE KERGOMARD
3389;MARCEL CARNE (RUE);4;50;9;53;96;ITEMM
3390;MARCEL CERDAN (RUE);2;10;1;35;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3395;MARCEL DORET (RUE);2;28;1;29;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3400;MARCEL GRASSIN (RUE);4;62;5;31;92;RESTAURANT SCOLAIRE DE LA MADELEINE
3394;MARCEL MEMIN (IMPASSE);2;4;1;3;48;MAISON DE QUARTIER DES BRUYERES
3398;MARCEL MEMIN (RUE);2;12;3;21;48;MAISON DE QUARTIER DES BRUYERES
3396;MARCEL PAGNOL (RUE);4;30;3;27;96;ITEMM
3399;MARCEL PAUL (SQUARE);;;;;57;RESTAURANT SCOLAIRE MICHEL ANGE
3399;MARCEL PAUL (SQUARE);;;;;61;RESTAURANT SCOLAIRE JEAN VILAR
3401;MARCEL PROUST (RUE);8;54;;;17;MAISON DE QUARTIER CHARLES TRENET
3403;MARCEL THIL (RUE);2;12;1;21;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3402;MARCEL VETILLARD (RUE);2;10;1;9;50;RESTAURANT SCOLAIRE MAUBOUSSIN
3404;MARCELLE ET BERNARD DEVILLIERS (RUE);4;16;1;13;97;ITEMM
3405;MARCHANDE (RUE);2;28;9;23;1;MAIRIE - SALLE PAUL SCARRON
3409;MARCO POLO (ALLEE);2;12;1;11;83;ECOLE PRIMAIRE ARDRIERS
3425;MARE (RUE DE LA);2TER;40;;;37;RESTAURANT SCOLAIRE SABLONNIERE
3442;MARECHAL DE LATTRE DE TASSIGNY (BOULEVARD DU);;;;;92;RESTAURANT SCOLAIRE DE LA MADELEINE
3442;MARECHAL DE LATTRE DE TASSIGNY (BOULEVARD DU);;;;;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
3430;MARECHAL FOCH (RUE DU);18;32;17;45;78;ECOLE MATERNELLE MARIE CURIE
3435;MARECHAL GALLIENI (RUE DU);4;48;1;29;87;ECOLE MATERNELLE PAULINE KERGOMARD
3440;MARECHAL JOFFRE (RUE DU);2;38;1;31;78;ECOLE MATERNELLE MARIE CURIE
3443;MARECHAL LYAUTEY (AVENUE DU);16;42;11;21;22;ECOLE PRIMAIRE DU VILLARET
3445;MARENGO (RUE);28;48;3;49;4;ECOLE MATERNELLE GENERAL GOUGEARD
3444;MARGUERITE DURAS (RUE);;;;;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
3446;MARGUERITE PEREY (RUE);2;40;1;51;97;ITEMM
3447;MARGUERITES (RUE DES);2;2;;;69;RESTAURANT SCOLAIRE BERTHE HUBERT
0135;MARIE ET ALEXANDRE OYON (BOULEVARD);2BIS;78;5;83;46;RESTAURANT SCOLAIRE JEAN MACE
3450;MARIE LANGLAIS (RUE);4;48;1;35;55;ECOLE PRIMAIRE GUY MOQUET
3452;MARIE PAPE-CARPANTIER (RUE);;;;;71;RESTAURANT SCOLAIRE BERTHE HUBERT
3455;MARIETTE (RUE DE LA);2;56;1;85;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
3455;MARIETTE (RUE DE LA);58;126;87;159;10;ECOLE MATERNELLE RENE-DESCARTES
3460;MARIGNAN (RUE DE);2;30;1;19;81;RESTAURANT SCOLAIRE MONTAIGU
3462;MARIVAUX (RUE);8;20;9;45;17;MAISON DE QUARTIER CHARLES TRENET
3465;MARNE (RUE DE LA);2;38;1;31;47;ECOLE MATERNELLE MAUBOUSSIN
3470;MAROC (RUE DU);6;52;1;45;66;RESTAURANT SCOLAIRE JULES FERRY
3475;MARQUISE DE BROC (RUE DE LA);4;30;3;29;77;ECOLE MATERNELLE MARIE CURIE
3367;MARRAKECH (RUE DE);2;30;5;57;21;ECOLE PRIMAIRE DU VILLARET
3480;MARSEILLE (AVENUE DE);2;40;1;11;90;RESTAURANT SCOLAIRE ROGER BOUVET
3484;MARTIAL VIVET (ALLEE);;;;;97;ITEMM
3483;MARTIAL VIVET (RUE);2;6;;;96;ITEMM
3485;MARTINETS (RUE DES);4;18;3;21;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
3490;MARYSE BASTIE (RUE);4;22;7;27;52;SALLE LE ROYAL
3493;MASSIF CENTRAL (RUE DU);34;34;13;29;38;RESTAURANT SCOLAIRE SABLONNIERE
3495;MATHURIN JOUSSE (IMPASSE);4;34;1;29;53;FOYER FULBERT MASSON
3500;MAUDOUX (RUE);;;1;13;50;RESTAURANT SCOLAIRE MAUBOUSSIN
3505;MAUPERTUIS (IMPASSE);2;4;;;13;ECOLE PRIMAIRE SUZANNE-BUSSON
3510;MAUPERTUIS (RUE);2;30;1;27;13;ECOLE PRIMAIRE SUZANNE-BUSSON
3515;MAURICE ARCHAMBAULT (RUE);2;22;1;23;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3520;MAURICE CHALLE (RUE);2;30;1;23;54;SALLE LE ROYAL
3521;MAURICE CHAUMONT (ALLEE);4;14;1;19;61;RESTAURANT SCOLAIRE JEAN VILAR
3524;MAURICE GENEVOIX (ALLEE);20;74;7;11;67;RESTAURANT SCOLAIRE JULES FERRY
3523;MAURICE LOUTREUIL (RUE);2;18;1;1;30;RESTAURANT SCOLAIRE GERMAIN PILON
3525;MAURICE RAVEL (ALLEE);;;7;17;51;FOYER FULBERT MASSON
3527;MAURICE TRINTIGNANT (RUE);;;3;9;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3530;MAYENCE (RUE DE);2;38;1;43;37;RESTAURANT SCOLAIRE SABLONNIERE
3535;MAZAGRAN (RUE);2;32;7;37;10;ECOLE MATERNELLE RENE-DESCARTES
3550;MESANGES (RUE DES);2;62;1BIS;55;78;ECOLE MATERNELLE MARIE CURIE
3555;MESSAGER (IMPASSE);6;30;3;27;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3557;MEXICO (RUE DE);4;30;9;15;34;RESTAURANT SCOLAIRE DU PLATEAU
3558;MICHAEL FARADAY (RUE);2;22;1;17;70;RESTAURANT SCOLAIRE BERTHE HUBERT
3561;MICHEL ANGE (ALLEE);2;10;1;9;57;RESTAURANT SCOLAIRE MICHEL ANGE
3560;MICHEL ANGE (RUE);2;28;21;37;57;RESTAURANT SCOLAIRE MICHEL ANGE
3562;MICHEL COULOMB (RUE);4;36;1;33;56;ECOLE PRIMAIRE GUY MOQUET
3563;MICHEL FOUCAULT (RUE);2;10;;;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
3565;MICHEL VERDIER (PLACE);2;6;1;5;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3570;MIDI (RUE DU);2;50;1;39;5;FOYER RENE-CLAIR
3575;MIMOSAS (ALLEE DES);8;14;7;13;77;ECOLE MATERNELLE MARIE CURIE
3580;MINIMES (RUE DES);2;38;1;41;3;ECOLE MATERNELLE GENERAL GOUGEARD
3585;MIROIR (RUE DU);152;156;;;44;RESTAURANT SCOLAIRE JEAN MACE
3585;MIROIR (RUE DU);2;168;1;149;45;RESTAURANT SCOLAIRE JEAN MACE
3590;MISSION (RUE DE LA);2;52;3;55;7;ECOLE MATERNELLE FRANCOIS-RABELAIS
3596;MODIGLIANI (RUE);2;10;1;9;63;MAISON POUR TOUS JEAN MOULIN
3591;MOLIERE (RUE);10;192;1;5;11;ECOLE MATERNELLE RENE-DESCARTES
3592;MONACO (RUE DE);2;10;1;7;33;RESTAURANT SCOLAIRE DU PLATEAU
3595;MONNOYER (CITE DES);2;28;13;31;91;RESTAURANT SCOLAIRE ROGER BOUVET
3600;MONPLAISIR (RUE);4;10;3;17;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
3632;MONT CERVIN (IMPASSE DU);10;12;9;13;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
3662;MONT PELVOUX (RUE DU);2;24;;;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
3605;MONTAIGNE (RUE);2;12;1;17;32;ECOLE MATERNELLE DES MAILLETS
3612;MONTAIGU (CHEMIN DE);;;51;131;81;RESTAURANT SCOLAIRE MONTAIGU
3613;MONTAIGU (RUE DE);2;78;5;47;80;RESTAURANT SCOLAIRE MONTAIGU
3615;MONTAUBAN (RUE);;;1;17;1;MAIRIE - SALLE PAUL SCARRON
3620;MONTBARBET (IMPASSE);2;4;3;3BIS;30;RESTAURANT SCOLAIRE GERMAIN PILON
3625;MONTBARBET (RUE);2;28;5;9;30;RESTAURANT SCOLAIRE GERMAIN PILON
3630;MONTBARBET (RUELLE);2;2;7;11;30;RESTAURANT SCOLAIRE GERMAIN PILON
3635;MONTESQUIEU (RUE);4;36;1;1BIS;29;RESTAURANT SCOLAIRE GERMAIN PILON
3637;MONTEVIDEO (PLACE DE);2;32;;;34;RESTAURANT SCOLAIRE DU PLATEAU
3640;MONTGOLFIER (RUE);2;8;1;15;52;SALLE LE ROYAL
3645;MONTHEARD (RUE DE);6;34;11;111;11;ECOLE MATERNELLE RENE-DESCARTES
3650;MONTJOIE (RUE);4;26;3;21;83;ECOLE PRIMAIRE ARDRIERS
3655;MONTMARTRE (RUE);2;22;1;19;32;ECOLE MATERNELLE DES MAILLETS
3660;MONTOISE (RUE);6;88;1;89;85;ECOLE MATERNELLE PAULINE KERGOMARD
3665;MONTREAL (AVENUE DE);2;10;1;7;28;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
3669;MONTSAULNIERE (CHEMIN DE);2;6;1;7;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3670;MONTSAULNIERE (RUE DE);2;44;1;45;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
5564;MOREAU DU MANS (RUE);14;40;1;39;80;RESTAURANT SCOLAIRE MONTAIGU
3671;MORVAN (RUE DU);;;1;5;38;RESTAURANT SCOLAIRE SABLONNIERE
3676;MOSTAGANEM (RUE DE);2;48;3;21;21;ECOLE PRIMAIRE DU VILLARET
3672;MOTTE (RUELLE DE LA);4;4;;;30;RESTAURANT SCOLAIRE GERMAIN PILON
3674;MOUETTES (RUE DES);2;60;3;35;26;ECOLE PRIMAIRE CLAIREFONTAINE
3675;MOUILLARD (RUE);2;16;1;19;52;SALLE LE ROYAL
3680;MOULIN (ALLEE DU);2;4;3;5;78;ECOLE MATERNELLE MARIE CURIE
3687;MOULIN L'EVEQUE (RUE DU);10;158;1;121;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3687;MOULIN L'EVEQUE (RUE DU);148;148;;;92;RESTAURANT SCOLAIRE DE LA MADELEINE
3686;MOULIN L'EVEQUE (SQUARE DU);2;16;1;15;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3691;MOULINS DU GUE DE MAULNY (RUELLE DES);4;12;7;7;46;RESTAURANT SCOLAIRE JEAN MACE
3695;MOUTON DUGASSEAU (RUE);6;16;1;9;73;ECOLE PRIMAIRE MARCEAU
3700;MOZART (AVENUE);2;32;1;7;51;FOYER FULBERT MASSON
3705;MULHOUSE (RUE DE);6;28BIS;3;19;6;FOYER RENE-CLAIR
3709;MURIERS (IMPASSE DES);;;;;85;ECOLE MATERNELLE PAULINE KERGOMARD
3710;MURIERS (RUE DES);2;150;1;147;85;ECOLE MATERNELLE PAULINE KERGOMARD
3710;MURIERS (RUE DES);44;44;;;87;ECOLE MATERNELLE PAULINE KERGOMARD
3714;MURS (IMPASSE DES);;;;;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3716;MURS (RUE DES);4;8;3;5;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3715;MURS (RUELLE DES);12;16;1;5;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3718;MUSARDIERE (RUE DE  LA);2;18;1;3;21;ECOLE PRIMAIRE DU VILLARET
3718;MUSARDIERE (RUE DE  LA);20;76;7;21D;20;ECOLE PRIMAIRE DU VILLARET
3720;MUTUALITE (RUE DE LA);2;44;1;31;36;MAISON DE QUARTIER BARBARA
3725;MUTUEL (BOULEVARD);38;116;37;119;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
3725;MUTUEL (BOULEVARD);4;36;25;35;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
3730;MYOSOTIS (RUE DES);;;1;1;49;MAISON DE QUARTIER DES BRUYERES
3732;NADAR (PLACE);2;2;1;1;92;RESTAURANT SCOLAIRE DE LA MADELEINE
3734;NANCY (RUE DE);2;36;3;21;61;RESTAURANT SCOLAIRE JEAN VILAR
3733;NANCY WAKE (RUE);;;;;96;ITEMM
3733;NANCY WAKE (RUE);;;;;97;ITEMM
3735;NANTES (RUE DE);2;18;1;1;90;RESTAURANT SCOLAIRE ROGER BOUVET
3740;NARCISSES (RUE DES);8;86;1;85;69;RESTAURANT SCOLAIRE BERTHE HUBERT
3745;NATIONALE (RUE);168BIS;172BIS;;;6;FOYER RENE-CLAIR
3745;NATIONALE (RUE);2;200;1;195;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
3747;NATIONS UNIES (BOULEVARD DES);;;;;42;MAISON DE QUARTIER EDITH PIAF
3747;NATIONS UNIES (BOULEVARD DES);;;;;43;MAISON DE QUARTIER EDITH PIAF
3750;NAVARIN (RUE);12;58;1;63;5;FOYER RENE-CLAIR
3760;NEUCHATEL (ALLEE DE);2;14;3;13;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3765;NEUVE DU MIROIR (RUE);2;30;1;41;44;RESTAURANT SCOLAIRE JEAN MACE
3768;NEWTON (PROMENADE);;;1;33;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
3770;NICE (RUE DE);;;1;27;90;RESTAURANT SCOLAIRE ROGER BOUVET
3772;NICEPHORE NIEPCE (PLACE);2;10;1;9;92;RESTAURANT SCOLAIRE DE LA MADELEINE
3775;NICOLAS CUGNOT (BOULEVARD);2;132;29;65;48;MAISON DE QUARTIER DES BRUYERES
3780;NICOLAS DENIZOT (RUE);;;;;1;MAIRIE - SALLE PAUL SCARRON
3780;NICOLAS DENIZOT (RUE);;;;;84;SALLE DU CHENE VERT
3782;NICOLAS POUSSIN (RUE);4;50;3;47;57;RESTAURANT SCOLAIRE MICHEL ANGE
3783;NIKI DE SAINT PHALLE (RUE);2;18;3;9;56;ECOLE PRIMAIRE GUY MOQUET
3785;NIOX (IMPASSE);4;30;1;27;70;RESTAURANT SCOLAIRE BERTHE HUBERT
3786;NITRAY (ALLEE DE);2;10;3;7;81;RESTAURANT SCOLAIRE MONTAIGU
3790;NOGUES (AVENUE);78;98;1;85;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3800;NORD (RUE DU);2;58;1;53;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
3805;NORMANDIE (RUE DE);6;56;3;47;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3806;NORMANDIE NIEMEN (RUE);2;64;;;38;RESTAURANT SCOLAIRE SABLONNIERE
3807;NORVEGE (RUE DE);2;6;;;41;MAISON DE QUARTIER EDITH PIAF
3810;NOTRE DAME (RUE);2;12;1;31;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
3815;NOUVELLE FROMENDIERE (RUE);2;18BIS;;;71;RESTAURANT SCOLAIRE BERTHE HUBERT
